ID Vítima Indiciado/suspeito,AIS,Município de ocorrência,Data da comunicação,Data da ocorrência,Tipo de local,Idade da vítima,Gênero da vítima,Profissão da vítima,faixa etaria
AI1103,AIS 21,Várzea Alegre,2018-06-04,2018-06-04,RESIDENCIA PARTICULAR,3.0,Feminino,ESTUDANTE,Criança
AI1103,AIS 21,Várzea Alegre,2018-06-04,2018-06-04,RESIDENCIA PARTICULAR,0.0,Feminino,NÃO INFORMADO,Criança
AI1103,AIS 21,Várzea Alegre,2018-06-04,2018-06-04,RESIDENCIA PARTICULAR,8.0,Feminino,ESTUDANTE,Criança
AI1103,AIS 21,Várzea Alegre,2018-06-04,2018-06-04,RESIDENCIA PARTICULAR,5.0,Masculino,ESTUDANTE,Criança
AI1103,AIS 21,Várzea Alegre,2018-06-04,2018-06-04,RESIDENCIA PARTICULAR,10.0,Masculino,ESTUDANTE,Adolecencia
AI0199,AIS 25,Itaitinga,2018-06-04,2018-06-04,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0159,AIS 12,Maracanaú,2018-06-09,2018-06-09,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0025,AIS 13,Eusébio,2018-06-23,2018-06-10,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0259,AIS 06,Fortaleza,2018-06-17,2018-06-17,VIA PUBLICA,,Masculino,NÃO INFORMADO,
AI0986,AIS 14,Cariré,2018-06-24,2018-06-23,RESIDENCIA PARTICULAR,8.0,Masculino,NÃO INFORMADO,Criança
AI0021,AIS 01,Fortaleza,2019-05-31,2018-07-01,VIA PUBLICA,16.0,Masculino,NÃO INFORMADO,Jovem
AI0578,AIS 19,Santana do Cariri,2018-07-03,2018-07-02,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0732,AIS 16,Ipu,2018-08-08,2018-07-08,NÃO INFORMADO,,NÃO INFORMADO,NÃO INFORMADO,
AI0687,AIS 21,Várzea Alegre,2018-07-08,2018-07-08,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0041,AIS Não Identificada (Fortaleza),Fortaleza,2018-07-12,2018-07-11,PRACA,,NÃO INFORMADO,NÃO INFORMADO,
AI0625,AIS 17,Umirim,2018-07-15,2018-07-14,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0863,AIS 21,Orós,2018-07-17,2018-07-16,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0807,AIS 18,Limoeiro do Norte,2018-08-01,2018-07-28,NÃO INFORMADO,15.0,Feminino,ESTUDANTE,Adolecencia
AI0493,AIS 15,Itatira,2018-08-01,2018-08-01,VIA PUBLICA,4.0,Feminino,NÃO INFORMADO,Criança
AI0115,AIS 08,Fortaleza,2022-05-27,2018-08-02,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0892,AIS 17,Pentecoste,2018-08-21,2018-08-02,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0521,AIS 14,Alcântaras,2018-09-03,2018-08-03,RESIDENCIA PARTICULAR,32.0,Masculino,APOSENTADO,Adulto
AI0549,AIS 16,Ipaporanga,2018-08-06,2018-08-06,RESIDENCIA PARTICULAR,2.0,Masculino,NÃO INFORMADO,Criança
AI1095,AIS 16,Varjota,2018-11-08,2018-08-10,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0062,AIS 12,Maracanaú,2018-08-21,2018-08-17,EDIFICIO PUBLICO,17.0,Masculino,RECICLADOR,Jovem
AI0382,AIS 18,Potiretama,2018-08-18,2018-08-18,RESIDENCIA PARTICULAR,3.0,Feminino,NÃO INFORMADO,Criança
AI0382,AIS 18,Potiretama,2018-08-18,2018-08-18,RESIDENCIA PARTICULAR,9.0,Feminino,ESTUDANTE,Criança
AI0382,AIS 18,Potiretama,2018-08-18,2018-08-18,RESIDENCIA PARTICULAR,7.0,Masculino,NÃO INFORMADO,Criança
AI0349,AIS 21,Icó,2019-01-28,2018-08-20,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1013,AIS 16,Monsenhor Tabosa,2018-08-21,2018-08-21,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI1127,AIS 14,Sobral,2018-12-03,2018-08-26,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0355,AIS 05,Fortaleza,2018-08-29,2018-08-29,RESIDENCIA PARTICULAR,86.0,Feminino,APOSENTADA,Idoso
AI0837,AIS 22,Piquet Carneiro,2018-08-29,2018-08-29,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0368,AIS 18,Potiretama,2019-02-05,2018-09-04,NÃO INFORMADO,14.0,Feminino,Não informado,Adolecencia
AI0368,AIS 18,Potiretama,2019-02-05,2018-09-04,NÃO INFORMADO,13.0,Feminino,NÃO INFORMADO,Adolecencia
AI0385,AIS 18,Alto Santo,2018-10-05,2018-09-06,RESIDENCIA PARTICULAR,8.0,Feminino,NÃO INFORMADO,Criança
AI0385,AIS 18,Alto Santo,2018-10-05,2018-09-06,RESIDENCIA PARTICULAR,2.0,Feminino,NÃO INFORMADO,Criança
AI0385,AIS 18,Alto Santo,2018-10-05,2018-09-06,RESIDENCIA PARTICULAR,6.0,Masculino,NÃO INFORMADO,Criança
AI0134,AIS 11,Caucaia,2018-09-09,2018-09-09,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0093,AIS 12,Maracanaú,2018-09-14,2018-09-14,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0138,AIS 11,Caucaia,2018-09-15,2018-09-14,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0090,AIS 12,Maracanaú,2018-09-25,2018-09-17,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0340,AIS 12,Maracanaú,2018-09-19,2018-09-19,RESIDENCIA PARTICULAR,10.0,Feminino,ESTUDANTE,Adolecencia
AI0936,AIS 14,Santana do Acaraú,2019-02-06,2018-09-24,RESIDENCIA PARTICULAR,17.0,Masculino,NÃO INFORMADO,Jovem
AI0357,AIS 17,Acaraú,2018-10-09,2018-09-26,VIA PUBLICA,2.0,Masculino,NÃO INFORMADO,Criança
AI0383,AIS 18,Alto Santo,2018-10-05,2018-09-29,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0627,AIS 17,Itapipoca,2018-09-30,2018-09-30,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0343,AIS 06,Fortaleza,2018-10-01,2018-10-01,RESIDENCIA PARTICULAR,21.0,Masculino,NÃO INFORMADO,Jovem
AI0250,AIS 05,Fortaleza,2018-10-02,2018-10-02,RESIDENCIA PARTICULAR,9.0,Feminino,NÃO INFORMADO,Criança
AI0250,AIS 05,Fortaleza,2018-10-02,2018-10-02,RESIDENCIA PARTICULAR,3.0,Feminino,NÃO INFORMADO,Criança
AI0790,AIS 21,Jucás,2018-10-04,2018-10-04,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0094,AIS 12,Maracanaú,2018-10-05,2018-10-05,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0950,AIS 14,São Benedito,2018-10-10,2018-10-10,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0922,AIS 18,Russas,2018-10-14,2018-10-13,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1054,AIS 14,São Benedito,2018-10-16,2018-10-15,VIA PUBLICA,7.0,Feminino,MENOR,Criança
AI1054,AIS 14,São Benedito,2018-10-16,2018-10-15,VIA PUBLICA,5.0,Feminino,MENOR,Criança
AI0056,AIS 08,Fortaleza,2018-10-19,2018-10-17,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0366,AIS 18,Alto Santo,2019-02-05,2018-10-22,RESIDENCIA PARTICULAR,16.0,Masculino,NÃO INFORMADO,Jovem
AI0172,AIS 12,Maracanaú,2018-10-26,2018-10-26,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0302,AIS 02,Fortaleza,2018-10-27,2018-10-27,VIA PUBLICA,9.0,Masculino,NÃO INFORMADO,Criança
AI0960,AIS 23,São Gonçalo do Amarante,2018-10-28,2018-10-28,"MAR, RIO, LAGOA, ETC",,Masculino,NÃO INFORMADO,
AI0960,AIS 23,São Gonçalo do Amarante,2018-10-28,2018-10-28,"MAR, RIO, LAGOA, ETC",5.0,Masculino,ESTUDANTE,Criança
AI0960,AIS 23,São Gonçalo do Amarante,2018-10-28,2018-10-28,"MAR, RIO, LAGOA, ETC",7.0,Masculino,ESTUDANTE,Criança
AI0191,AIS 13,Aquiraz,2019-01-04,2018-10-29,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0367,AIS 18,Alto Santo,2019-02-05,2018-10-31,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0985,AIS 14,Groaíras,2018-11-06,2018-11-06,VIA PUBLICA,5.0,Feminino,NÃO INFORMADO,Criança
AI0897,AIS 20,Choró,2018-11-09,2018-11-08,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0897,AIS 20,Choró,2018-11-09,2018-11-08,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0012,AIS 03,Fortaleza,2018-11-20,2018-11-09,NÃO INFORMADO,,NÃO INFORMADO,NÃO INFORMADO,
AI0816,AIS 14,Meruoca,2019-02-20,2018-11-14,RESIDENCIA PARTICULAR,1.0,Feminino,NÃO INFORMADO,Criança
AI0816,AIS 14,Meruoca,2019-02-20,2018-11-14,RESIDENCIA PARTICULAR,,Feminino,NÃO INFORMADO,
AI0143,AIS 12,Maracanaú,2018-11-17,2018-11-17,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0610,AIS 17,Itapajé,2018-11-21,2018-11-20,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0123,AIS 11,Caucaia,2018-12-11,2018-11-20,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0756,AIS 19,Juazeiro do Norte,2018-11-22,2018-11-21,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0937,AIS 14,Santana do Acaraú,2018-11-22,2018-11-21,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0804,AIS 18,Limoeiro do Norte,2018-11-29,2018-11-28,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0459,AIS 15,Boa Viagem,2019-10-23,2018-11-28,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1126,AIS 14,Sobral,2019-01-28,2018-11-28,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0556,AIS 16,Crateús,2018-11-29,2018-11-29,RESIDENCIA PARTICULAR,1.0,Feminino,NÃO INFORMADO,Criança
AI0724,AIS 16,Ipu,2018-12-07,2018-12-06,RESIDENCIA PARTICULAR,,Feminino,NÃO INFORMADO,
AI0494,AIS 15,Canindé,2018-12-13,2018-12-13,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0608,AIS 25,Horizonte,2018-12-19,2018-12-19,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0046,AIS 07,Fortaleza,2018-12-21,2018-12-21,RESIDENCIA PARTICULAR,47.0,Masculino,MILITAR,Adulto
AI0046,AIS 07,Fortaleza,2018-12-21,2018-12-21,RESIDENCIA PARTICULAR,12.0,Masculino,ESTUDANTE,Adolecencia
AI0046,AIS 07,Fortaleza,2018-12-21,2018-12-21,RESIDENCIA PARTICULAR,14.0,Masculino,ESTUDANTE,Adolecencia
AI0144,AIS 12,Maracanaú,2018-12-22,2018-12-22,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0202,AIS 09,Fortaleza,2018-12-27,2018-12-27,NÃO INFORMADO,,NÃO INFORMADO,NÃO INFORMADO,
AI0300,AIS 03,Fortaleza,2018-12-30,2018-12-29,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0211,AIS 06,Fortaleza,2019-01-01,2019-01-01,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0636,AIS 20,Jaguaretama,2019-01-04,2019-01-01,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0076,AIS 02,Fortaleza,2019-07-18,2019-01-02,RESIDENCIA PARTICULAR,46.0,Masculino,POLICIAL MILITAR DA RESERVA,Adulto
AI0311,AIS 03,Fortaleza,2019-01-04,2019-01-03,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0201,AIS 09,Fortaleza,2019-01-09,2019-01-09,REPARTICAO PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0422,AIS 19,Assaré,2019-01-11,2019-01-11,RESIDENCIA PARTICULAR,12.0,Feminino,ESTUDANTE,Adolecencia
AI0422,AIS 19,Assaré,2019-01-11,2019-01-11,RESIDENCIA PARTICULAR,5.0,Feminino,NÃO INFORMADO,Criança
AI0371,AIS 18,Alto Santo,2019-01-15,2019-01-15,RESIDENCIA PARTICULAR,18.0,Feminino,Não informado,Jovem
AI0645,AIS 18,Jaguaribe,2019-01-18,2019-01-17,RESIDENCIA PARTICULAR,1.0,Masculino,NÃO INFORMADO,Criança
AI0645,AIS 18,Jaguaribe,2019-01-18,2019-01-17,RESIDENCIA PARTICULAR,0.0,Masculino,NÃO INFORMADO,Criança
AI0509,AIS 14,Chaval,2019-03-18,2019-01-20,NÃO INFORMADO,,NÃO INFORMADO,NÃO INFORMADO,
AI0369,AIS 18,Alto Santo,2019-02-21,2019-01-25,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0920,AIS 18,Palhano,2019-01-26,2019-01-26,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0290,AIS 05,Fortaleza,2019-02-05,2019-01-28,RESIDENCIA PARTICULAR,6.0,Masculino,ESTUDANTE,Criança
AI0254,AIS 09,Fortaleza,2019-01-29,2019-01-29,VIA PUBLICA,13.0,Masculino,ESTUDANTE,Adolecencia
AI0254,AIS 09,Fortaleza,2019-01-29,2019-01-29,VIA PUBLICA,13.0,Masculino,NÃO INFORMADO,Adolecencia
AI0193,AIS 13,Aquiraz,2019-10-21,2019-01-30,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0338,AIS 12,Maracanaú,2019-02-04,2019-02-02,RESIDENCIA PARTICULAR,5.0,Masculino,ESTUDANTE,Criança
AI0033,AIS 05,Fortaleza,2019-02-05,2019-02-05,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0292,AIS 09,Fortaleza,2019-02-07,2019-02-07,RESIDENCIA PARTICULAR,10.0,Masculino,ESTUDANTE,Adolecencia
AI0463,AIS 15,Madalena,2019-02-12,2019-02-11,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0373,AIS 18,Alto Santo,2019-03-14,2019-02-19,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0712,AIS 16,Independência,2019-05-13,2019-02-19,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0267,AIS 05,Fortaleza,2019-03-04,2019-02-27,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0764,AIS 19,Juazeiro do Norte,2019-03-06,2019-02-28,NÃO INFORMADO,14.0,Masculino,NÃO INFORMADO,Adolecencia
AI0668,AIS 21,Várzea Alegre,2019-03-09,2019-03-09,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0146,AIS 12,Maracanaú,2019-03-12,2019-03-12,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1038,AIS 14,Tianguá,2019-03-18,2019-03-17,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0101,AIS 03,Fortaleza,2019-03-21,2019-03-20,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0241,AIS 06,Fortaleza,2019-03-25,2019-03-25,RESIDENCIA PARTICULAR,2.0,Feminino,NÃO INFORMADO,Criança
AI0241,AIS 06,Fortaleza,2019-03-25,2019-03-25,RESIDENCIA PARTICULAR,5.0,Masculino,NÃO INFORMADO,Criança
AI0466,AIS 15,Boa Viagem,2019-04-03,2019-04-02,VIA PUBLICA,82.0,Feminino,APOSENTADA,Idoso
AI0600,AIS 25,Horizonte,2019-04-05,2019-04-05,RESIDENCIA PARTICULAR,11.0,Feminino,ESTUDANTE,Adolecencia
AI0600,AIS 25,Horizonte,2019-04-05,2019-04-05,RESIDENCIA PARTICULAR,14.0,Feminino,ESTUDANTE,Adolecencia
AI0646,AIS 18,Jaguaribe,2019-04-07,2019-04-07,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0038,AIS 02,Fortaleza,2019-04-17,2019-04-12,"BAR, RESTAURANTE, ETC",,NÃO INFORMADO,NÃO INFORMADO,
AI0528,AIS 16,Crateús,2019-04-12,2019-04-12,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0228,AIS 09,Fortaleza,2019-04-16,2019-04-16,RESIDENCIA PARTICULAR,4.0,Masculino,ESTUDANTE,Criança
AI0341,AIS 12,Maracanaú,2019-04-24,2019-04-19,RESIDENCIA PARTICULAR,9.0,Feminino,NÃO INFORMADO,Criança
AI0884,AIS 19,Penaforte,2019-05-05,2019-05-05,RESIDENCIA PARTICULAR,3.0,Masculino,PRE-ESCOLAR,Criança
AI0354,AIS 05,Fortaleza,2019-05-08,2019-05-07,"HOTEL, PENSAO, ETC",,NÃO INFORMADO,NÃO INFORMADO,
AI1093,AIS 16,Varjota,2019-05-10,2019-05-09,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0048,AIS 09,Fortaleza,2019-05-17,2019-05-17,RESIDENCIA PARTICULAR,,Feminino,NÃO INFORMADO,
AI0861,AIS 21,Orós,2019-06-18,2019-05-21,NÃO INFORMADO,,NÃO INFORMADO,NÃO INFORMADO,
AI1008,AIS 18,Tabuleiro do Norte,2023-05-15,2019-05-24,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0570,AIS 19,Salitre,2019-05-26,2019-05-26,RESIDENCIA PARTICULAR,7.0,Masculino,NÃO INFORMADO,Criança
AI0570,AIS 19,Salitre,2019-05-26,2019-05-26,RESIDENCIA PARTICULAR,3.0,Masculino,NÃO INFORMADO,Criança
AI0570,AIS 19,Salitre,2019-05-26,2019-05-26,RESIDENCIA PARTICULAR,0.0,Feminino,NÃO INFORMADO,Criança
AI0570,AIS 19,Salitre,2019-05-26,2019-05-26,RESIDENCIA PARTICULAR,1.0,Masculino,NÃO INFORMADO,Criança
AI1104,AIS 21,Várzea Alegre,2019-06-03,2019-06-02,RESIDENCIA PARTICULAR,14.0,Masculino,NÃO INFORMADO,Adolecencia
AI0381,AIS 18,Potiretama,2019-06-25,2019-06-02,RESIDENCIA PARTICULAR,8.0,Feminino,ESTUDANTE,Criança
AI0915,AIS 15,Redenção,2019-06-05,2019-06-05,RESIDENCIA PARTICULAR,,Masculino,NÃO INFORMADO,
AI1106,AIS 21,Várzea Alegre,2019-06-10,2019-06-08,RESIDENCIA PARTICULAR,2.0,Feminino,NÃO INFORMADO,Criança
AI0957,AIS 14,São Benedito,2019-06-18,2019-06-15,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0204,AIS 04,Fortaleza,2019-06-20,2019-06-19,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0360,AIS 17,Acaraú,2019-06-19,2019-06-19,RESIDENCIA PARTICULAR,46.0,Masculino,NÃO INFORMADO,Adulto
AI1123,AIS 17,Jijoca de Jericoacoara,2019-06-24,2019-06-21,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0155,AIS 12,Maracanaú,2019-06-22,2019-06-22,RESIDENCIA PARTICULAR,11.0,Feminino,NÃO INFORMADO,Adolecencia
AI0155,AIS 12,Maracanaú,2019-06-22,2019-06-22,RESIDENCIA PARTICULAR,48.0,Feminino,DO LAR,Adulto
AI0778,AIS 19,Juazeiro do Norte,2019-06-23,2019-06-23,CLUBE,36.0,Feminino,PEDAGOGA,Adulto
AI0542,AIS 16,Crateús,2019-06-25,2019-06-25,RESIDENCIA PARTICULAR,1.0,Feminino,RECEM NASCIDA,Criança
AI0959,AIS 23,São Gonçalo do Amarante,2019-09-19,2019-06-26,RESIDENCIA PARTICULAR,9.0,Masculino,NÃO INFORMADO,Criança
AI0959,AIS 23,São Gonçalo do Amarante,2019-09-19,2019-06-26,RESIDENCIA PARTICULAR,8.0,Masculino,ESTUDANTE,Criança
AI0442,AIS 19,Barbalha,2019-06-28,2019-06-28,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0874,AIS 23,Paraipaba,2019-06-30,2019-06-30,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0150,AIS 12,Maracanaú,2020-03-02,2019-07-01,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0845,AIS 20,Ibicuitinga,2020-08-27,2019-07-03,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0281,AIS Não Identificada (Fortaleza),Fortaleza,2019-10-16,2019-07-11,RESIDENCIA PARTICULAR,5.0,Feminino,NÃO INFORMADO,Criança
AI0071,AIS 11,Caucaia,2019-07-14,2019-07-14,RESIDENCIA PARTICULAR,13.0,Feminino,NÃO INFORMADO,Adolecencia
AI0071,AIS 11,Caucaia,2019-07-14,2019-07-14,RESIDENCIA PARTICULAR,10.0,Feminino,NÃO INFORMADO,Adolecencia
AI1107,AIS 21,Várzea Alegre,2019-07-22,2019-07-22,RESIDENCIA PARTICULAR,30.0,Feminino,AGRICULTOR(A),Adulto
AI0584,AIS 19,Altaneira,2019-08-05,2019-08-02,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0057,AIS 08,Fortaleza,2019-08-05,2019-08-05,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0470,AIS 15,Boa Viagem,2019-08-08,2019-08-07,TERRENO BALDIO,,NÃO INFORMADO,NÃO INFORMADO,
AI0543,AIS 16,Crateús,2019-08-08,2019-08-08,"AEROPORTO,PORTO,RODOVIARIA",29.0,Masculino,AUX. DE EXPEDIÇÃO,Adulto
AI0269,AIS 04,Fortaleza,2019-08-08,2019-08-08,VIA PUBLICA,,Masculino,NÃO INFORMADO,
AI0536,AIS 16,Crateús,2019-08-08,2019-08-08,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1053,AIS 14,São Benedito,2019-08-11,2019-08-11,RESIDENCIA PARTICULAR,1.0,Masculino,NÃO INFORMADO,Criança
AI0053,AIS 07,Fortaleza,2019-08-19,2019-08-11,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0052,AIS Não Identificada (Fortaleza),Fortaleza,2019-08-12,2019-08-12,NÃO INFORMADO,1.0,Feminino,NÃO INFORMADO,Criança
AI0786,AIS 19,Juazeiro do Norte,2019-08-13,2019-08-13,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1055,AIS 14,Tianguá,2019-08-14,2019-08-14,RESIDENCIA PARTICULAR,4.0,Masculino,NÃO INFORMADO,Criança
AI0460,AIS 15,Boa Viagem,2019-11-04,2019-08-15,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0247,AIS 06,Fortaleza,2019-08-15,2019-08-15,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0898,AIS 20,Quixadá,2019-08-17,2019-08-17,REPARTICAO PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0626,AIS 17,Itapipoca,2019-08-26,2019-08-26,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0405,AIS 18,Fortim,2019-09-06,2019-09-06,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0581,AIS 17,Cruz,2019-09-10,2019-09-10,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0365,AIS 18,Alto Santo,2019-09-16,2019-09-14,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0287,AIS 09,Fortaleza,2019-11-27,2019-09-17,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0810,AIS 18,Limoeiro do Norte,2019-09-20,2019-09-20,VIA PUBLICA,11.0,Feminino,NÃO INFORMADO,Adolecencia
AI0852,AIS 16,Novo Oriente,2019-11-21,2019-10-12,RESIDENCIA PARTICULAR,22.0,Feminino,NÃO INFORMADO,Jovem
AI0279,AIS 07,Fortaleza,2019-10-15,2019-10-12,RESIDENCIA PARTICULAR,5.0,Feminino,NÃO INFORMADO,Criança
AI0935,AIS 14,Santana do Acaraú,2019-10-15,2019-10-13,PROPRIEDADE AGRICOLA,,NÃO INFORMADO,NÃO INFORMADO,
AI0642,AIS 18,Jaguaribe,2020-11-11,2019-10-15,RESIDENCIA PARTICULAR,2.0,Masculino,ESTUDANTE,Criança
AI0642,AIS 18,Jaguaribe,2020-11-11,2019-10-15,RESIDENCIA PARTICULAR,4.0,Masculino,ESTUDANTE,Criança
AI0652,AIS 14,Ibiapina,2019-10-21,2019-10-18,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0309,AIS 08,Fortaleza,2019-10-20,2019-10-20,CASA COMERCIAL,2.0,Masculino,NÃO INFORMADO,Criança
AI0111,AIS 02,Fortaleza,2019-10-22,2019-10-22,RESIDENCIA PARTICULAR,3.0,Masculino,NÃO INFORMADO,Criança
AI0031,AIS 05,Fortaleza,2019-10-27,2019-10-26,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0045,AIS 09,Fortaleza,2019-10-28,2019-10-28,RESIDENCIA PARTICULAR,18.0,Feminino,NÃO INFORMADO,Jovem
AI1042,AIS 14,Tianguá,2019-10-29,2019-10-28,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0855,AIS 21,Orós,2020-01-06,2019-10-31,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0108,AIS 01,Fortaleza,2019-11-01,2019-11-01,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0285,AIS 05,Fortaleza,2019-11-04,2019-11-01,RESIDENCIA PARTICULAR,7.0,Feminino,NÃO INFORMADO,Criança
AI1097,AIS 21,Várzea Alegre,2019-11-04,2019-11-01,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1062,AIS 14,Ubajara,2019-11-02,2019-11-02,RESIDENCIA PARTICULAR,27.0,Masculino,VERDUREIRO,Adulto
