ID Vítima Indiciado/suspeito,AIS,Município de ocorrência,Data da comunicação,Data da ocorrência,Tipo de local,Idade da vítima,Gênero da vítima,Profissão da vítima,faixa etaria
AI0289,AIS 06,Fortaleza,2021-05-27,2021-05-27,RESIDENCIA PARTICULAR,6.0,Feminino,NÃO TEM,Criança
AI0289,AIS 06,Fortaleza,2021-05-27,2021-05-27,RESIDENCIA PARTICULAR,11.0,Feminino,NÃO TEM,Adolecencia
AI0289,AIS 06,Fortaleza,2021-05-27,2021-05-27,RESIDENCIA PARTICULAR,13.0,Feminino,NÃO TEM,Adolecencia
AI0117,AIS 05,Fortaleza,2021-05-28,2021-05-28,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0319,AIS 11,Caucaia,2021-05-31,2021-05-28,RESIDENCIA PARTICULAR,12.0,Masculino,NÃO INFORMADO,Adolecencia
AI0319,AIS 11,Caucaia,2021-05-31,2021-05-28,RESIDENCIA PARTICULAR,10.0,Masculino,NÃO INFORMADO,Adolecencia
AI0319,AIS 11,Caucaia,2021-05-31,2021-05-28,RESIDENCIA PARTICULAR,7.0,Masculino,NÃO INFORMADO,Criança
AI0540,AIS 16,Crateús,2021-05-30,2021-05-29,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0182,AIS 24,Maranguape,2021-07-19,2021-05-31,RESIDENCIA PARTICULAR,3.0,Masculino,NÃO INFORMADO,Criança
AI1092,AIS 16,Reriutaba,2021-06-01,2021-06-01,VIA PUBLICA,5.0,Masculino,Não informado,Criança
AI1092,AIS 16,Reriutaba,2021-06-01,2021-06-01,VIA PUBLICA,12.0,Masculino,NÃO INFORMADO,Adolecencia
AI0830,AIS 19,Milagres,2021-06-07,2021-06-05,RESIDENCIA PARTICULAR,9.0,Feminino,ESTUDANTE,Criança
AI0830,AIS 19,Milagres,2021-06-07,2021-06-05,RESIDENCIA PARTICULAR,2.0,Masculino,NÃO INFORMADO,Criança
AI0830,AIS 19,Milagres,2021-06-07,2021-06-05,RESIDENCIA PARTICULAR,4.0,Masculino,NÃO INFORMADO,Criança
AI0811,AIS 18,Limoeiro do Norte,2021-06-06,2021-06-06,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0234,AIS 05,Fortaleza,2021-06-08,2021-06-07,VIA PUBLICA,0.0,Feminino,NÃO INFORMADO,Criança
AI0605,AIS 25,Horizonte,2021-06-08,2021-06-08,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1070,AIS 14,Ubajara,2021-06-14,2021-06-13,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0472,AIS 19,Mauriti,2021-06-21,2021-06-20,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0523,AIS 14,Coreaú,2021-06-23,2021-06-23,NÃO INFORMADO,30.0,Masculino,NÃO INFORMADO,Adulto
AI0344,AIS 06,Fortaleza,2021-06-30,2021-06-30,RESIDENCIA PARTICULAR,,Masculino,NÃO INFORMADO,
AI0344,AIS 06,Fortaleza,2021-06-30,2021-06-30,RESIDENCIA PARTICULAR,0.0,Masculino,SEM PROFISSÃO,Criança
AI0622,AIS 17,Itapajé,2021-07-13,2021-07-10,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI1131,AIS 14,Sobral,2021-07-11,2021-07-11,RESIDENCIA PARTICULAR,51.0,Feminino,ENFERMEIRA,Adulto
AI0379,AIS 18,Alto Santo,2021-07-29,2021-07-18,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0825,AIS 19,Abaiara,2021-11-16,2021-07-22,NÃO INFORMADO,,NÃO INFORMADO,NÃO INFORMADO,
AI1048,AIS 14,Ubajara,2021-07-30,2021-07-30,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0268,AIS 09,Fortaleza,2021-08-03,2021-08-02,RESIDENCIA PARTICULAR,10.0,Masculino,NÃO INFORMADO,Adolecencia
AI0268,AIS 09,Fortaleza,2021-08-03,2021-08-02,RESIDENCIA PARTICULAR,17.0,Feminino,NÃO INFORMADO,Jovem
AI0268,AIS 09,Fortaleza,2021-08-03,2021-08-02,RESIDENCIA PARTICULAR,13.0,Feminino,NÃO INFORMADO,Adolecencia
AI0529,AIS 16,Crateús,2021-08-15,2021-08-14,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1051,AIS 14,Frecheirinha,2021-08-15,2021-08-15,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0746,AIS 18,Limoeiro do Norte,2022-07-20,2021-08-16,REPARTICAO PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0710,AIS 16,Independência,2021-09-01,2021-08-27,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0944,AIS 16,Hidrolândia,2021-08-27,2021-08-27,EDIFICIO PUBLICO,,NÃO INFORMADO,NÃO INFORMADO,
AI0156,AIS 24,Pacatuba,2021-09-02,2021-08-30,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0546,AIS 16,Nova Russas,2021-09-03,2021-09-02,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0720,AIS 21,Ipaumirim,2021-09-08,2021-09-07,RESIDENCIA PARTICULAR,6.0,Feminino,NÃO INFORMADO,Criança
AI0720,AIS 21,Ipaumirim,2021-09-08,2021-09-07,RESIDENCIA PARTICULAR,2.0,Masculino,NÃO INFORMADO,Criança
AI0548,AIS 16,Nova Russas,2021-09-11,2021-09-11,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0050,AIS 07,Fortaleza,2021-09-13,2021-09-13,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0841,AIS 22,Mombaça,2021-09-17,2021-09-17,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0386,AIS 18,Alto Santo,2021-10-27,2021-09-18,RESIDENCIA PARTICULAR,6.0,Feminino,NÃO INFORMADO,Criança
AI0386,AIS 18,Alto Santo,2021-10-27,2021-09-18,RESIDENCIA PARTICULAR,2.0,Masculino,NÃO INFORMADO,Criança
AI0386,AIS 18,Alto Santo,2021-10-27,2021-09-18,RESIDENCIA PARTICULAR,5.0,Masculino,NÃO INFORMADO,Criança
AI0629,AIS 17,Amontada,2021-09-25,2021-09-25,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0161,AIS 12,Maracanaú,2021-09-25,2021-09-25,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0469,AIS 15,Boa Viagem,2021-09-30,2021-09-28,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1017,AIS 22,Tauá,2021-10-04,2021-10-04,RESIDENCIA PARTICULAR,11.0,Feminino,NÃO INFORMADO,Adolecencia
AI0362,AIS 21,Acopiara,2022-08-01,2021-10-05,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0648,AIS 19,Jardim,2021-10-06,2021-10-05,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0683,AIS 21,Acopiara,2021-10-06,2021-10-05,NÃO INFORMADO,,NÃO INFORMADO,NÃO INFORMADO,
AI0301,AIS 06,Fortaleza,2021-10-08,2021-10-08,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0264,AIS 11,Caucaia,2022-02-02,2021-10-14,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0690,AIS 21,Iguatu,2021-10-26,2021-10-15,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0789,AIS 19,Missão Velha,2021-12-16,2021-10-21,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI1060,AIS 14,Viçosa do Ceará,2021-10-26,2021-10-26,RESIDENCIA PARTICULAR,5.0,Masculino,NÃO INFORMADO,Criança
AI0282,AIS 03,Fortaleza,2021-11-03,2021-11-03,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1061,AIS 14,São Benedito,2021-11-08,2021-11-08,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0414,AIS 19,Araripe,2022-02-10,2021-11-10,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0113,AIS 08,Fortaleza,2021-11-23,2021-11-20,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0457,AIS 17,Bela Cruz,2021-11-22,2021-11-21,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0313,AIS 03,Fortaleza,2021-11-22,2021-11-22,RESIDENCIA PARTICULAR,3.0,Feminino,NÃO INFORMADO,Criança
AI0313,AIS 03,Fortaleza,2021-11-22,2021-11-22,RESIDENCIA PARTICULAR,4.0,Masculino,NÃO INFORMADO,Criança
AI0070,AIS 11,Caucaia,2022-02-01,2021-11-23,RESIDENCIA PARTICULAR,7.0,Feminino,NÃO INFORMADO,Criança
AI0441,AIS 19,Barbalha,2023-04-26,2021-11-23,REPARTICAO PUBLICA,11.0,Feminino,ESTUDANTE,Adolecencia
AI0975,AIS 20,Senador Pompeu,2021-11-23,2021-11-23,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0738,AIS 18,Iracema,2022-04-19,2021-11-24,RESIDENCIA PARTICULAR,12.0,Feminino,ESTUDANTE,Adolecencia
AI0900,AIS 20,Quixadá,2021-11-27,2021-11-27,RESIDENCIA PARTICULAR,11.0,Masculino,NÃO INFORMADO,Adolecencia
AI1091,AIS 16,Varjota,2022-02-10,2021-11-27,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0503,AIS 13,Cascavel,2021-11-30,2021-11-30,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0799,AIS 18,Limoeiro do Norte,2021-12-01,2021-12-01,RESIDENCIA PARTICULAR,9.0,Masculino,NÃO INFORMADO,Criança
AI0580,AIS 19,Altaneira,2021-12-02,2021-12-02,RESIDENCIA PARTICULAR,11.0,Masculino,NÃO INFORMADO,Adolecencia
AI0662,AIS 21,Icó,2021-12-07,2021-12-03,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0153,AIS 12,Maracanaú,2021-12-05,2021-12-05,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0316,AIS 04,Fortaleza,2021-12-08,2021-12-08,RESIDENCIA PARTICULAR,4.0,Masculino,NÃO INFORMADO,Criança
AI0316,AIS 04,Fortaleza,2021-12-08,2021-12-08,RESIDENCIA PARTICULAR,15.0,Feminino,NÃO INFORMADO,Adolecencia
AI0800,AIS 18,Limoeiro do Norte,2021-12-12,2021-12-12,RESIDENCIA PARTICULAR,15.0,Feminino,NÃO INFORMADO,Adolecencia
AI0026,AIS 02,Fortaleza,2021-12-19,2021-12-18,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0118,AIS 04,Fortaleza,2021-12-19,2021-12-19,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0832,AIS 19,Missão Velha,2021-12-22,2021-12-21,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0465,AIS 15,Boa Viagem,2021-12-28,2021-12-27,RESIDENCIA PARTICULAR,11.0,Masculino,ESTUDANTE,Adolecencia
AI0695,AIS 21,Iguatu,2021-12-30,2021-12-30,RESIDENCIA PARTICULAR,7.0,Feminino,NÃO INFORMADO,Criança
AI0027,AIS 05,Fortaleza,2022-01-03,2021-12-31,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0572,AIS 19,Santana do Cariri,2022-09-13,2022-01-03,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0420,AIS 19,Assaré,2022-03-04,2022-01-06,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0455,AIS 17,Bela Cruz,2022-01-26,2022-01-13,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0945,AIS 14,São Benedito,2022-01-24,2022-01-22,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0595,AIS 15,Guaramiranga,2022-01-24,2022-01-23,RESIDENCIA PARTICULAR,2.0,Feminino,NÃO INFORMADO,Criança
AI0595,AIS 15,Guaramiranga,2022-01-24,2022-01-23,RESIDENCIA PARTICULAR,38.0,Feminino,DO LAR,Adulto
AI0806,AIS 18,Limoeiro do Norte,2023-03-09,2022-01-25,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0685,AIS 21,Iguatu,2022-01-26,2022-01-26,VIA PUBLICA,73.0,Feminino,NÃO INFORMADO,Idoso
AI0248,AIS 05,Fortaleza,2022-02-01,2022-02-01,RESIDENCIA PARTICULAR,5.0,Masculino,ESTUDANTE,Criança
AI0735,AIS 18,Iracema,2022-07-28,2022-02-02,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0814,AIS 17,Marco,2022-09-05,2022-02-03,RESIDENCIA PARTICULAR,13.0,Feminino,NÃO INFORMADO,Adolecencia
AI0814,AIS 17,Marco,2022-09-05,2022-02-03,RESIDENCIA PARTICULAR,15.0,Feminino,NÃO INFORMADO,Adolecencia
AI0114,AIS 11,Caucaia,2022-02-03,2022-02-03,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0952,AIS 14,São Benedito,2022-02-04,2022-02-04,RESIDENCIA PARTICULAR,1.0,Feminino,NÃO INFORMADO,Criança
AI0952,AIS 14,São Benedito,2022-02-04,2022-02-04,RESIDENCIA PARTICULAR,1.0,Feminino,NÃO INFORMADO,Criança
AI0954,AIS 14,São Benedito,2022-02-04,2022-02-04,RESIDENCIA PARTICULAR,1.0,Feminino,NÃO INFORMADO,Criança
AI0954,AIS 14,São Benedito,2022-02-04,2022-02-04,RESIDENCIA PARTICULAR,1.0,Feminino,NÃO INFORMADO,Criança
AI1122,AIS 17,Jijoca de Jericoacoara,2022-02-08,2022-02-07,VIA PUBLICA,3.0,Feminino,NÃO INFORMADO,Criança
AI0826,AIS 19,Abaiara,2022-02-11,2022-02-11,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1109,AIS 21,Várzea Alegre,2022-02-14,2022-02-13,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0167,AIS 12,Maracanaú,2022-02-18,2022-02-17,RESIDENCIA PARTICULAR,34.0,Feminino,EMPRESÁRIA,Adulto
AI0703,AIS 21,Iguatu,2022-02-21,2022-02-21,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0226,AIS 02,Fortaleza,2022-02-23,2022-02-23,RESIDENCIA PARTICULAR,15.0,Feminino,NÃO INFORMADO,Adolecencia
AI0602,AIS 25,Horizonte,2022-09-12,2022-03-01,NÃO INFORMADO,13.0,Feminino,DESOCULPADA,Adolecencia
AI0177,AIS 04,Fortaleza,2022-03-05,2022-03-05,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0974,AIS 20,Milhã,2022-03-06,2022-03-06,RESIDENCIA PARTICULAR,12.0,Feminino,ESTUDANTE,Adolecencia
AI0653,AIS 18,Icapuí,2022-04-07,2022-03-07,RESIDENCIA PARTICULAR,8.0,Masculino,NÃO INFORMADO,Criança
AI0880,AIS 20,Pedra Branca,2022-03-09,2022-03-09,RESIDENCIA PARTICULAR,14.0,Masculino,ESTUDANTE,Adolecencia
AI0758,AIS 19,Juazeiro do Norte,2022-03-10,2022-03-10,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1045,AIS 14,Tianguá,2022-03-13,2022-03-13,RESIDENCIA PARTICULAR,85.0,Feminino,APOSENTADA,Idoso
AI1052,AIS 14,Tianguá,2022-03-20,2022-03-18,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0424,AIS 19,Assaré,2022-03-19,2022-03-19,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0213,AIS 07,Fortaleza,2022-03-23,2022-03-23,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0988,AIS 14,Sobral,2022-04-03,2022-04-03,RESIDENCIA PARTICULAR,2.0,Masculino,Não informado,Criança
AI0988,AIS 14,Sobral,2022-04-03,2022-04-03,RESIDENCIA PARTICULAR,6.0,Feminino,Não informado,Criança
AI0569,AIS 19,Santana do Cariri,2022-08-01,2022-04-03,RESIDENCIA PARTICULAR,1.0,Feminino,NÃO INFORMADO,Criança
AI0526,AIS 14,Alcântaras,2024-02-22,2022-04-04,RESIDENCIA PARTICULAR,7.0,Feminino,NÃO INFORMADO,Criança
AI0817,AIS 14,Meruoca,2022-04-06,2022-04-05,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1050,AIS 14,Ubajara,2022-04-08,2022-04-08,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0008,AIS 10,Fortaleza,2022-04-08,2022-04-08,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1031,AIS 14,Tianguá,2022-04-18,2022-04-09,RESIDENCIA PARTICULAR,26.0,Feminino,DO LAR,Adulto
AI0358,AIS 17,Acaraú,2022-04-13,2022-04-11,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0794,AIS 21,Jucás,2022-04-18,2022-04-18,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1039,AIS 14,Tianguá,2022-05-18,2022-04-25,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI1090,AIS 14,Martinópole,2022-05-02,2022-05-02,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0363,AIS 21,Acopiara,2022-10-25,2022-05-05,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0718,AIS 21,Baixio,2022-05-18,2022-05-11,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0824,AIS 19,Mauriti,2022-05-17,2022-05-13,RESIDENCIA PARTICULAR,0.0,Feminino,NÃO INFORMADO,Criança
AI0958,AIS 14,São Benedito,2022-05-13,2022-05-13,ESCOLA/COLÉGIO,,NÃO INFORMADO,NÃO INFORMADO,
AI1165,AIS 20,Pedra Branca,2022-05-24,2022-05-17,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1075,AIS 14,Ubajara,2022-06-09,2022-05-18,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0620,AIS 17,Itapajé,2022-05-20,2022-05-19,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0860,AIS 21,Orós,2022-05-25,2022-05-21,RESIDENCIA PARTICULAR,14.0,Masculino,NÃO INFORMADO,Adolecencia
AI0609,AIS 17,Itapajé,2022-08-23,2022-05-26,RESIDENCIA PARTICULAR,36.0,Masculino,NÃO INFORMADO,Adulto
AI0679,AIS 21,Várzea Alegre,2022-06-03,2022-06-02,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0708,AIS 16,Independência,2022-06-02,2022-06-02,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0742,AIS 18,Iracema,2022-07-28,2022-06-06,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1025,AIS 14,Tianguá,2022-06-09,2022-06-07,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0835,AIS 19,Missão Velha,2022-06-21,2022-06-09,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI1073,AIS 14,Ibiapina,2022-09-06,2022-06-10,RESIDENCIA PARTICULAR,10.0,Masculino,NÃO INFORMADO,Adolecencia
AI0770,AIS 19,Juazeiro do Norte,2022-06-13,2022-06-11,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0350,AIS 10,Fortaleza,2023-03-21,2022-06-14,ESCOLA/COLÉGIO,4.0,Masculino,ESTUDANTE,Criança
AI0771,AIS 19,Juazeiro do Norte,2022-06-22,2022-06-22,RESIDENCIA PARTICULAR,39.0,Feminino,VENDEDORA DE COSMÉTICOS,Adulto
AI0743,AIS 18,Iracema,2022-07-28,2022-06-28,RESIDENCIA PARTICULAR,14.0,Masculino,NÃO INFORMADO,Adolecencia
AI0996,AIS 14,Sobral,2022-06-28,2022-06-28,VIA PUBLICA,2.0,Feminino,NÃO INFORMADO,Criança
AI0024,AIS 11,Caucaia,2022-06-30,2022-06-30,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0314,AIS 10,Fortaleza,2022-07-04,2022-07-04,RESIDENCIA PARTICULAR,0.0,Feminino,NÃO INFORMADO,Criança
AI0525,AIS 14,Alcântaras,2022-07-19,2022-07-04,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0049,AIS 10,Fortaleza,2022-07-11,2022-07-08,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0684,AIS 21,Jucás,2022-07-10,2022-07-10,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0744,AIS 18,Iracema,2022-07-28,2022-07-10,VIA PUBLICA,4.0,Masculino,NÃO INFORMADO,Criança
AI0458,AIS 17,Bela Cruz,2022-08-30,2022-07-12,NÃO INFORMADO,,NÃO INFORMADO,NÃO INFORMADO,
AI1108,AIS 21,Várzea Alegre,2022-07-16,2022-07-16,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0481,AIS 14,Camocim,2022-07-16,2022-07-16,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0813,AIS 17,Morrinhos,2022-07-25,2022-07-22,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0380,AIS 18,Alto Santo,2022-08-08,2022-07-25,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0530,AIS 16,Hidrolândia,2022-07-30,2022-07-30,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0402,AIS 18,Aracati,2023-07-18,2022-08-12,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0015,AIS 09,Fortaleza,2022-08-24,2022-08-13,RESIDENCIA PARTICULAR,11.0,Masculino,ESTUDANTE,Adolecencia
AI0351,AIS 10,Fortaleza,2022-08-19,2022-08-19,RESIDENCIA PARTICULAR,14.0,Masculino,ESTUDANTE,Adolecencia
AI0571,AIS 19,Antonina do Norte,2022-08-21,2022-08-21,VIA PUBLICA,,NÃO INFORMADO,NÃO INFORMADO,
AI0403,AIS 18,Fortim,2022-08-26,2022-08-26,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0430,AIS 19,Assaré,2022-08-29,2022-08-27,RESIDENCIA PARTICULAR,12.0,Masculino,ESTUDANTE,Adolecencia
AI1139,AIS 20,Pedra Branca,2022-09-28,2022-08-27,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0130,AIS 17,Amontada,2022-09-09,2022-08-28,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1124,AIS 14,Camocim,2022-08-30,2022-08-28,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1146,AIS 15,Mulungu,2022-09-02,2022-09-02,CASA COMERCIAL,,NÃO INFORMADO,NÃO INFORMADO,
AI0320,AIS 02,Fortaleza,2022-09-04,2022-09-03,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1030,AIS 14,São Benedito,2022-09-03,2022-09-03,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0916,AIS 15,Acarape,2022-09-05,2022-09-04,"HOSPITAL, CLINICA, ETC",1.0,Masculino,NÃO INFORMADO,Criança
AI0120,AIS 05,Fortaleza,2022-09-10,2022-09-09,ESTADIO PRESIDENTE VARGAS,,NÃO INFORMADO,NÃO INFORMADO,
AI0133,AIS 11,Caucaia,2022-09-10,2022-09-10,RESIDENCIA PARTICULAR,11.0,Feminino,NÃO INFORMADO,Adolecencia
AI0133,AIS 11,Caucaia,2022-09-10,2022-09-10,RESIDENCIA PARTICULAR,39.0,Feminino,DO LAR,Adulto
AI0791,AIS 21,Jucás,2023-02-28,2022-09-10,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0691,AIS 21,Jucás,2022-09-12,2022-09-11,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0614,AIS 17,Tejuçuoca,2022-11-04,2022-09-14,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0140,AIS 24,Guaiúba,2022-09-22,2022-09-21,AMBIENTE VIRTUAL(INTERNET),16.0,Feminino,ESTUDANTE,Jovem
AI0140,AIS 24,Guaiúba,2022-09-22,2022-09-21,AMBIENTE VIRTUAL(INTERNET),12.0,Masculino,NÃO INFORMADO,Adolecencia
AI0647,AIS 18,Pereiro,2022-10-05,2022-10-04,RESIDENCIA PARTICULAR,35.0,Masculino,AGRICULTOR(A),Adulto
AI0647,AIS 18,Pereiro,2022-10-05,2022-10-04,RESIDENCIA PARTICULAR,42.0,Feminino,NÃO INFORMADO,Adulto
AI0334,AIS 11,Caucaia,2022-10-14,2022-10-06,RESIDENCIA PARTICULAR,14.0,Feminino,ESTUDANTE,Adolecencia
AI0334,AIS 11,Caucaia,2022-10-14,2022-10-06,RESIDENCIA PARTICULAR,14.0,Feminino,ESTUDANTE,Adolecencia
AI1141,AIS 22,Tauá,2022-10-14,2022-10-14,RESIDENCIA PARTICULAR,25.0,Feminino,NÃO INFORMADO,Jovem
AI1085,AIS 17,Uruburetama,2022-12-14,2022-10-15,RESIDENCIA PARTICULAR,12.0,Feminino,NÃO INFORMADO,Adolecencia
AI0586,AIS 19,Altaneira,2022-10-22,2022-10-21,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0387,AIS 18,Alto Santo,2022-10-21,2022-10-21,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI1000,AIS 16,Varjota,2022-10-25,2022-10-25,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0263,AIS 05,Fortaleza,2022-11-18,2022-10-31,RESIDENCIA PARTICULAR,,NÃO INFORMADO,NÃO INFORMADO,
AI0585,AIS 19,Farias Brito,2022-11-04,2022-11-04,RESIDENCIA PARTICULAR,11.0,Feminino,NÃO INFORMADO,Adolecencia
AI0207,AIS 02,Fortaleza,2022-11-05,2022-11-05,RESIDENCIA PARTICULAR,0.0,Feminino,NÃO INFORMADO,Criança
AI0788,AIS 19,Juazeiro do Norte,2022-11-06,2022-11-06,RESIDENCIA PARTICULAR,1.0,Masculino,NÃO INFORMADO,Criança
